Content,Score
"Benerin user interface dulu gih. Pusing w liatnya, jadi ga betah kan main threads",2
Sebuah aplikasi yang indah,5
\U0001f44c\U0001f3fb\U0001f44d\U0001f3fb\U0001f64f\U0001f3fb,5
Transisi nya ngebug tulisannya ngblur kaya hp rusak tapi hp gue masih normal,1
GG gebrakan nya,5
Aplikasi gk seru,1
Baik,5
Bagus bet sih Udah gitu doang,5
Udh download tpi ttp ae msh GAK bsa msk pdhl signal BAGUS!!!!!\U0001f44a\U0001f3fb\U0001f44a\U0001f3fb\U0001f44a\U0001f3fb\U0001f44a\U0001f3fb,1
tolong beri opsi untuk memunculkan lagi badge threads yang dihapus di profil ig.,3
"saya sangat mudah bercerita di platfrom ini , sangat membantu.",5
"Very good and aesthetic Suggestions for the application, so you can download photos in threads",5
"There is still much to be added. like auto translation feature (this is very important), direct messages, photo save feature, ""light & dark"" mode, hashtags & trending, homepage view always shows that's it even though it's been refreshed. please fix the bug soon. Thank You",2
tambahin fitur crop foto,5
I hope the timeline can be separated between for you and following so I can see my friends,3
"Yg ga di follow ga usah masuk home lah,bikin nyampah",2
bagaimana jika user tidak ada akun istgaram ? kenapa tidak ada opsi bisa login dgn akun google / yahoo ?,3
"Kembaliin akun gua!! ga suka banget apk nya, gaada bagus bagus nya, gua hapus apk nya malahan di hack akun gua, emosi lama' sorry ni klo kata' nya ga sopan gua uda emosi bngt, sebisa mungkin kembaliin akun gua di situ banyak kenangan'an filter' ig gua, do your magic ig plis gua mohon!!",1
Neh yg baru itu open clous ya masih manual udh di'otomatisin masih gtu ajj aneh \U0001f926\U0001f926\U0001f926,5
Tambahin fitur translate dongg....,5
tolong adakan fitur mengembalikan lencana threads yg di sembunyikan,3
Oke,5
Saya ganti lagi karna tolong aja nih ya cuma minta fitur tulisan jangan dibatas dan ta\x00mbahkan hastag jangan lupa,1
ok,5
nyesell akun kena hack njr,1
Belum,3
Ntah kenapa akunnya malah eror,1
Saran kalo bisa untuk download fotonya di adakan biar makin enak mau nyimpan,2
Mas Elon suka aplikasi ini,5
"Lokasi saya ada di Kalsel, tapi pas say login ada notifikasi dari Instagram bahwa saya login lokasi nya di Kalimantan Utara, tolong di perbaiki\U0001f44e",1
Tambahkan feature messages,5
"Ditingkatkan terus aplikasi nya, agar bisa semakin sempurna & bisa bersaing dengan aplikasi yang lain",5
"semalem keknya bikin threads tapi pas pagi threads nya ilang, baru muncul kebesokannya lagi. apakah ini termasuk bug???? mohon ditingkatkan lagi y",3
Oke,4
tambahin translate,3
Come on kalahin Twitter awowkokwk,5
App ini enak kalo kita famous. Kalo gak famous berasa orang gila yang bicara sendiri.,5
"Thanks for making this app,Marc",5
Masih sering bug... \U0001f607,4
I really like this \u2728,5
Sementara masih keliatan bagus tapi masih butuh banyak penyempurnaan,4
Anda sudah log uot\U0001f44e terus gitu aja,1
Bug nya cukup riskan ya bro,3
"Next pembaruan aplikasi yg akan datang, kalo bisa ada fitur download fotonya dong kak, seperti di Facebook",5
Saya pengguna baru di aplikasi ini dan aplikasinya sangat baik dan bagus,5
i love u michie,5
Aplikasinya sudah hanya saja tidak ada fitur terjemahan,4
Sangat baguss \U0001f44d\U0001f44d,4
Tidak bisa mengunggah foto. Mohon diperbaiki,1
Folbek gue zuck!!,3
bahaya,1
"I'm very satisfied with this threads application, it's really fun this application can add friends all over the world \U0001f64f",5
Bagus dan aman,5
Namanya juga permulaan\U0001f601,5
Aplikasi nya Bagus \U0001f601,5
Apk bagus mohon di kasih tambahan translate agar mempermudah dari pada bolak-balik ke google translate,4
Mantap keren,5
Mantap,5
Siiip,4
"Threads goes brrr, bug nya banyak",1
ok,5
Terjemahan indonya dong,1
Kasih bintang 2 aja dlu krna blm d cbs gmna.klw gk ada bug nya ksih bntang 5,2
Baru juga download langsung Nemu bug\U0001f5ff\U0001f5ff\U0001f5ff,3
"How to download anything from Threads? Pics, vids, how to share a post to other app and I don't see translate button. Basically I can't do anything from this app",1
Apk nya bagus \U0001f970,1
Ribet harus punya akun ig dulu,1
Mirip twitter katanya tpi belum serame itu,5
"Sebenarnya saya suka Threads jadi saran aja fitur nya di lengkapi aja, disini udah akun fake bisa di antisipasi karena akun terverifikasi sudah terjamin karena login dari IG. Jadi update aja si",5
jifran_ di follow y guys,5
Apk nya bagus,5
"Tolong fiturnya di tambahin ya pak mark, kyk missal dm, buat share vidio ke wa dll tanpa link, jadi langsung vidio gtu.",5
Ga bisa masuk \U0001f64f\U0001f3fe,1
Saya mau jadi seleb utas,5
Aku suka aplikasi ini.. \U0001f60d,5
Ig saya ngebug setelah ditambahkan threads. Tolong perbaiki.,1
Bagus sih tapi banyak fitur yg GK ada seperti translate dan ku maklumi karena app baru,4
Belum sempurna kah?,1
"Aku kasih bintang 3 dulu semoga bisa diperbaiki kedepannya, catatanku : belum ada fitur translate, beranda masih campur aduk padahal tidak memfollow, tidak ada tema untuk tampilan dark mode, fitur auto following dihilangkan saja, ada pilihan untuk hapus akun, tidak ada bookmark Semoga jadi perhatian terimakasih",3
Ok,5
Ckup dilihat saja,4
Tolong perbaiki. Buka thread biasa. Tp setelah nonton youtube 30menit dan ada notofikasi thread( maaf saya lupa karna panik) hp sy hang layar hidup tp touchscreen mati. cuma aktif tombol on off layar aja. Terpaksa force off v\xf2lume bawah n tombol on off...sy pengguna samsung m30 Bintang 1 sebelum difix..ok,1
"Twitter is still better. Threads ini isinya cuman artis dan selebgram caper yang haus engangement, selebihnya gak ada yang bagus dari aplikasi ini.",1
Bug gak ngerti lagi saat scrolling Threads tiba-tiba semua tampilan huruf saling bertumpukan tidak karuan sangat parah,1
"to the developers of the Threads feature, please add a way to delete the account permanently and fix the missing features, thank you",3
Peniru twitternya,1
"Jika threads bisa menjadi twitter sebelum era elon musk, mungkin threads bisa melambung",3
\u25b6\ufe0e \u2022\u104a\u104a||\u104a|\u104b||||\u104b\u104a|\u104b|||\u104b|||\u104b\u104a|\u104b| 0:15 nice jgn lp fb \U0001f601,5
Mohon sertai translator untuk bisa mengerti bahsa dari rekan di negara lainnya,5
knp saya ga bisa login?pdhl jaringan saya bagus,1
Pertama kali mencoba,5
Baru aja mau download,3
Halo adik2,5
Halo min cara mengembalikan lencana ke gimana ya? Saya tidak sengaja menyembunyikan nya,5
good,5
So far so good! But it's better if there is a dark theme. Is there any? Sorry if so! And even better if Threads can have more than one account. That's all from me. Hope you guys will consider it. Thank You <3,4
Cacat...gagal di instal sdh berulang kali,1
Tweet itu basi semoga admin dengar gua move on tweet semoga thread kasih saya cuan \U0001f602\U0001f923\U0001f602\U0001f923 karna gua udah berhianat ke ke tweet \U0001f923\U0001f602\U0001f422\U0001f528\U0001f303,5
Lencana gak bisa ditampilkan kembali di Instagram setelah tidak sengaja menghapusnya. Tolong berikan fitur pemgembalian lencana di Instagram.,1
nyobq dulu,2
"Please add translations in posts such as Facebook or Instagram, so that it is easy to understand Fabrizio Romano's thread",1
Oke je,4
Bikin leg apk ini,1
kenapa sih mau upload foto di thereads ga bisa malah kembali aku kasi b2 dulu deh ananti klo udh bisa baru,2
Tak seramah twitter,1
\U0001f5ff,5
aplikasi yang sangat keren,5
tolong banned panji,1
Oks \U0001f970\U0001f44c\U0001f3fb,5
Hahah karna aku suka kpop makanya download ini,5
Knp jika mnghapus akun threads akun instagram juga ikut terhapus akun ??,2
suka tiba tiba keluar sendiri kalo mau posting foto \U0001f614\U0001f614\U0001f614,3
Gte,5
MANTAP,5
"Kenapa nomor threads saya nggak muncul di profil ig saya, hanya lambang threads saja tidak ada nomornya",2
"Buruk banget, punyaku error gajelaa",1
mantulll,5
Memang sudah tak terawat dan bebas dari jeratan hukum di berbagai tempat deui rebranding di dunia ini yang mana itu adalah engkau lebih baik kak bisa di download di sini adalah engkau,1
"Kenapa saat saya membuat threads hanya menampilkan logo threads saja di bawah nama akun, tidak ada angkanya.",2
"Bagus, cuma klo ada bahasa asing tidak bisa diterjemahkan. Tolong tambahkan fitur terjemahan nya! Terima kasih",3
Bad \U0001f44e I like elon,1
Aku ngak mau download threads nanti instagram aku kena blokir jadi nyesal gara gara aplikasi threads ini buat meresahkan \U0001f97a\U0001f62d\U0001f44e,1
Bagaimana cara menghapus akun threads tanpa menghapus akun instagram?? Aplikasi ini mengambil banyak bgt data pribadi saya. Saya gak terima,1
Uploud foto size besar langsung mental hha,1
"More Fiture, like translate and more, make it different than the other side, i will close that one.",3
"threads whats wrong? aku tidak merasa mengganti sandi ig ku, aku aman-aman aja masuk ke igk. tapi kenapa pas aku buka threads tidak bisa? dan bilang kalau ""pengguna akun telah mengganti sandi"" kalo gini mah maaf-maaf aja mau uninstall ajaa",2
"kereen app new ini ..bisa belajar dan tahu informasi ter trending ..,\U0001f603",5
"I dont know why instagram suspend my account, because I dont post adult content, pornography, or other bad thing content. My instagram sunspend too because this problem. Honestly, i used account with not my real name cause i thing its fine to have account like that. I hope we can enjoyed join with anon account like twitter cause it is a goodside for share about blablabla or just trashtalkin about my life. I realy enjoyed and a lot followers, so I hope it can help for.",1
"Ga ada bedanya sm ig, bahkan bagusan ig",1
macet macet jadi hp ku pasrah aplikasi,1
"Masih banyak bug, ketika buka aplikasi malah jadi error ketika discroll/ pencet icon gambar bertumpuk""",2
"Pertama kali log in langsung mengalami bug , tulisan tulisan tidak jelas , tampilan seperti layar handphone rusak , tolong cepat diperbaiki",1
Awalnya bisa post ke beranda instagram kenapa setelah sela waktu 1 hari tidak bisa?,2
babi main hack aja,1
Penak Twitter....,4
"Yuhuu baru instal, baru coba, langsung nge bug. Mau bikin postingan dg menambahkan foto, eh langsung keluar aplikasi. D perbaiki lagi yaaaa",1
Di buka malah glitch layarnya \U0001f643,1
Coba dulu.....semoga FYP account media sosialnya Dan semoga bisa buat promosi Konten + Ngonten,5
Em aplikasinya agak bug waktu mau post foto dan saya download aplikasinya hanya karena jaemin dan haechan semoga aplikasinya diperbaiki dengan benar ya,4
rusak threads gu gbisa dmaenin gjelas,2
please give threads a translation feature!!!!!!,4
lag gbs di scroll samsek,1
Baru coba,2
Pesat banget udah 50 juta pengunduh,3
Baguss banget,5
refresh timeline masih terlalu lama delay nya,3
Ok,5
Mark masih turu,1
"Tampilan nya rusak, gabisa dilihat. Tolong dibenerin!",3
"Aplikasinya sudah bagus cuma ada yang kurang saran saya sih berikan beberapa fitur yang lain seperti translate, dan untuk menyimpan gambar ataupun vidio yang paling penting sih translate nya aja min. -salah satu pengguna treads :)",3
Bagus bngt,5
Nice aplikasi,5
"Aplikasi nya sudah bagus, cuma disini tidak ada pinjaman tunainya.",1
"masih kurang fitur, semoga ke depannya jadi lebih baik",5
no language translate,4
masa hpus akun thread akun ig nya kehapus juga.,1
Aku instal apk ini tgl 11 Juli 2023,5
"Udah bagus, tolong tambah kan vitur terjemahan",3
Gak ngrti ..kyk twiteer .trs TK efek kyk GK ada y .GK phm sya,4
Please update selanjutnya ditambah fitur bisa menghasilkan uang seperti apk sebelah .,5
Bug.,1
\U0001f44d\U0001f44d\U0001f44d,4
Nda jelas,1
Sedang berpikir,5
Tidak bermutu,1
"warna logo seperti tiktok,dibuka warna logo loading seperti instagram, udah masuk kaya twitter, dan nama aplikasi huruf awal T jadi urutan aplikasi smartphon sebelahan sama tiktok.",4
\U0001f4af,5
Lizard man \U0001f60e\U0001f525\U0001f525,5
"Please buat lo pada yg mau make fitur baru gua saranin jangan , akun gua hampir ilang krn ni fitur , udh banyak korban juga jdi gua saranin jngb deh",1
"Perbaiki bug text yg bertumpukan saat di scroll, bug nya sangat parah, mengganggu. Terimakasih!!",1
"Pertama kali buka layar langsung bergetar, berkedip sampe tulisan sama foto ga bisa diliat ... \U0001f602\U0001f1ef\U0001f1f5\U0001f602",1
saingan twiter,5
"Kamu nanyaea, yah jelas",5
ga asik ga bisa nyimpen foto/video orang lain,4
"Ada sedikit ngebug saat membuat caption dan kalau bisa bikin algoritma cepat viral usernya, agar makin banyak usernya. Karena manusia ingin dikenal",4
"Banyak bug,, upload foto gak bisa, ngetik hilang sendiri, layar seperti blank gak bisa di scrooll",1
aplikasi burung udh gk sebagus yg dulu jadi coba yg ini aja,5
Kasih 3 dulu kalo bagus bintang 5,3
Kramat luar,5
Ahh Masih Enakan Twitter,1
"apk bagus bgt,klo bsa jangan sampai ad tmpt chat pribadi.biar jadi ciri khas dri apk itu sendiri.",5
"Sangat luar biasa aplikasi ini, saran saya dengan mendaftar akun Ig ke trands tidak perlu semua di riset \U0001f49f\U0001f49f\U0001f49f",5
Tambahin fitur translate,5
Aplikasi nya eror,1
Banyak bug cok,1
"Masih ada bug,ketika saya ingin melakukan utas dan menambahkan foto itu tiba tiba force close,tolong segera diperbaiki!!",2
Copy and paste,1
NEED TRANSLATE FITUR PLEASE!!,4
apk ny bagus,5
Baguss bangetttttt\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929\U0001f929,5
Aplikasi,1
"Need translate ok, punya teman dan fans jg dari luar negeri.",5
Cakep...,5
Mirip twit,5
mwuantepppp cokkkk,5
"Gw tunggu Lo Mark, Duel Sama Mas Elon",4
Bagus seperti Twitter,5
Bagus sih cuma bug nya aja,3
"pengalaman harii kedua setelah unduh threads, masih kurang handal untuk lampirkan foto atau vidio dengan file ukuran besar, belum dikompresi, jadinya gagal terunggah setelah beberapa kali mencoba, hapuslah akhirnya, karena cukup menganggu saat open threads berikutnya. Mungkin ini salah satu yang harus diperbaiki di aplikasi bin sofwarenya. sedangkan hal lainnya belum menemukan, jadi untuk saat awal cukuplah kasih 4 bintang",4
Toling adakan translate dong,3
"Tak kasih segini, tp harus diupdate biar tmbah keren ya min",5
Jelek! Nggak bisa kebuka! Ngebug lagi!,1
Mantab.,5
Kok video yg sy upload ga keluar suaranya ya?,3
"Mungkin ku kasih 4 dulu ya. Soalnya masih kurang fitur nya, aku ingin bisa buat akun lebih dari satu. Itu aja sih, moga cepet di update lah ya. Semoga apikasi ini sukses \U0001f4aa",4
Kenapa vidio suara nya tidak muncul,3
Download apll ini karena ikutan\xb2 aja.,3
"Fix the screen glitching bug i think, i'll be back with 5 starts after the bugs fixed",3
"kok eror? ngelag gitu, tolong diperbaiki",1
"Saya masih belum menemukan apa yang khas dari Threads? Saya menyarankan agar ada fitur trending, namun bukan fitur trending biasa. Fitur trending yang bisa tingkat nasional dan tingkat provinsi agar pengguna Threads semakin aktif membahas peristiwa terkini tidak hanya di tingkat nasional tapi juga tingkat provinsi. Selain itu font dan warna font, saya pikir hitamnya terlalu tebal jadi terlalu strong ketika dilihat, pemilihan font nya juga kurang tepat krn terlalu kaku.",4
Mending twitter,1
Twitter rungkad,5
Mantap,5
"This app UI on my phone its look like scrambled text, I barely cant use it and this day i've been hacked from turkey.",1
Awesome \U0001f606,5
Keep going ...,5
"Wah, terimakasih telah menciptakan aplikasi Threads! Fitur komunitas yang luar biasa.",5
ngikut aja,5
Aplikasi nya sangat bagus sekali terimakasih kepada pihak Instagram yang telah membuat aplikasi ini,5
crash bgt layarnya kek abis kebanting,1
KEREEEEEEENNN,5
so far so good,5
\U0001f5ff,3
"Aplikasi yang tidak cocok untuk didownload, banyak bug yang ada seperti tulisan dan gambar ovelapping dengan yang lain.",2
Good application,5
punyaku kok ngebug aplikasi nya..,1
Bagus cuma saya sarankan agar terdapat insight jangkauan seperti Twitter,5
"Tambahkan seperti di instagram, copas saja, contoh, terjemahan",5
"Perlu ada fitur insight, edit postingan & Story",1
"Sejauh ini cukup bagus. Untuk algoritma feeds mungkin bisa dipertahankan seperti ini tapi dengan mengurangi postingan rekomendasi, lebih utamakan postingan dari akun yang kita follow saja. Untuk yang lainnya mungkin hadirkan juga fitur terjemahan.",3
Gk ada fitur translet otomatis,2
Seruuuu,5
Tolong buat translate per bahasa ok Yg lain bagus semua,5
Mirip banget dengan kakaknya.,5
the screen suddenly freezes,3
Good luck,5
setiap log out sering error gabisa masuk lagi,1
"Coba tambahin 1 vitur lagi dah, vitur terjemahan",5
Eror,1
"Aplikasi baru rilis dan masih tahap pengembangan udah dibilang ""saya telah menemukan beberapa bug di aplikasi threads ini"" Ga semua aplikasi yang baru rilis udah beres semua tol. Pemograman ga semudah itung duit",5
We need translate,4
kenapa tiba tiba suka keluar sendiri,1
Keren,5
"Mon maap ngape gabisa upload video nih, kualitas nya terlalu tinggi kah?",1
tidak bisa batalkan upload video,3
Viva Elon Musk\U0001f525\U0001f525\U0001f525\U0001f525,1
Threadsnya bagus tapi datanya terlalu terbuka tolong buatkan tombol hapus akun di threads,1
