Content,Rating,Category Level,Category
Sosial Media yang keren!,5,1,Positif
Belum dapat fitur terjemahan.,4,1,Positif
Hapus aja apk lu zukebeg,1,-1,Negatif
Jelek ni gk ad pokeb ny. Gk kayak yang di sebelah,2,-1,Negatif
Perbaiki untuk terlihat Followers yang juga mengikuti kita agar lebih transparan dalam Menjalin Hubungan pertemanan.,3,0,Netral
"tolong adain fitur hemat kuota, soalnya threads ini videonya keputer otomatis dan bikin boros kuota.",5,1,Positif
bagus sekali,5,1,Positif
\U0001f44d\U0001f3fb\U0001f64f\U0001f3fb,5,1,Positif
Sistem berteman aplikasi ini berdasakan following kita di instagram ya? Jadi ketika ada follwing kita buat akun threads otomatis ikuti akun threadsnya?,4,1,Positif
Ok,4,1,Positif
"Thanks threads,this awesome app",4,1,Positif
"Baru download tapi gak bisa masuk, padahal akun Instagram sudah punya, gimana ini?",1,-1,Negatif
Mr.Elon Musk mulai gusar wkwk \U0001f602 Blue sky sendiri 11-12 dengan Twitter LOL,3,0,Netral
Ayo om zuck saya pendukung mu om Moga bg elon modar sekali tonjok sama lu om,5,1,Positif
"Untuk login tidak bisa berulang kali sudah masukin kata sandi , kata sandi tidak cook",1,-1,Negatif
Bug,2,-1,Negatif
Ini aplikasinya kenapa ya! padahal saya tidak ada follow orang tapi di notifikasi threads yang masuk ke saya kok saya bisa follow seseorang apakah memang seperti itukah? untuk loginnya juga menurut saya bisa di pisahkan saja kenapa harus di tautkan dgn aplikasi Instagram kenapa tidak di bikin login nya terpisah aja mungkin login nya bisa di buat menggunakan google atau kata sandi aja tersendiri? Jika mau menautkan aku Instagramnya mungkin bisa melalui pengaturan di aplikasi saja..,1,-1,Negatif
Good,4,1,Positif
Cencorship everywhere,1,-1,Negatif
Tolong adakan trending topic,5,1,Positif
Aku Dowload kenapa Tidak bisa dibuka Aplikasinya Kenapa ya padahak sinyak bagus \U0001f634\U0001f634\U0001f634,1,-1,Negatif
"Kasih 4 dulu karena di akun threads ku g bisa up foto atau vidio, padahal banyak tmn"" ku ko tetap sepi, apakah karena ngebug?",4,1,Positif
gak tau gunanya untuk apa,1,-1,Negatif
"Threads Tolong dong terjemahannya..,& Dark modenya,,,. oke aku akan tetap menunggu :)",5,1,Positif
"aplikasinya bagus, tapi akan lebih baik bisa diberikan fitur yang bisa ngeliat siapa yang gk follback kita, terus jangan terlalu dibatasi kegiatan kita seperti ngecek"" followers tiba"" eror gk bisa di cek lg hrus nunggu beberapa jam baru bisa baik lagi",4,1,Positif
"Bagus, cuman belum banyak penggunanya aja...optimalkan fungsi"" baru",5,1,Positif
"Mudah ringan dan simple penggunaan nya, kerennn kayanya bakal jd tren baru nih",5,1,Positif
Bagus tolong di ganti. Logo jadi burung lagi dong,5,1,Positif
Bagus tolong di ganti. Logo jadi burung lagi dong,5,1,Positif
Bagus tolong di ganti. Logo jadi burung lagi dong,5,1,Positif
Bagus aku suka fitur-fitur nya,5,1,Positif
Bad,1,-1,Negatif
"Aplikasi koplak, Sok nyaingi twiter tapi bikin akun ke hack sama logout sendiri.",1,-1,Negatif
Semoga kedepannya lebih bagus dan bermanfaat,3,0,Netral
Bad,1,-1,Negatif
Bad,1,-1,Negatif
Semoga kedepannya lebih bagus dan bermanfaat,3,0,Netral
I hope Threads can be a great conversation app and create a community with positive energy.,5,1,Positif
The incredible,5,1,Positif
"Masih ada bug, dan akhirnya aku uninstall sementara. Smoga aja sudah beres. Thanks",3,0,Netral
"Nothing interesting, the media is too much to welcome the thread. If you can freely post corn like Twitter, maybe it can be counted",1,-1,Negatif
Top,5,1,Positif
Bagus,5,1,Positif
i love herni,1,-1,Negatif
Lencana threads hilang jika di hapus,1,-1,Negatif
Saya ingin memberikan saran untuk membuat thread lite untuk android 4.2+,5,1,Positif
Download ini karna Rose of Blackpink,5,1,Positif
Banyak yg tiba tiba follow trus unfollow kebelet jadi seleb tolong tambahkan fitur auto unfol buat yg unfollow,2,-1,Negatif
Ini si bagus,5,1,Positif
Tambahin vitur dm,5,1,Positif
I hope Threads can be a great conversation app and create a community with positive energy.,5,1,Positif
Sejauh ini bagus bangett...,5,1,Positif
Semoga kedepannya lebih bagus dan bermanfaat,3,0,Netral
Ok,5,1,Positif
The incredible,5,1,Positif
Selalu ke force close setiap mau upload foto. Sudah laporin masalah tapi masih begitu juga.,1,-1,Negatif
I hope Threads can be a great conversation app and create a community with positive energy.,5,1,Positif
Suka,5,1,Positif
"Masih ada bug, dan akhirnya aku uninstall sementara. Smoga aja sudah beres. Thanks",3,0,Netral
Aplikasi baru dan konten tekstual yang buat orang-orang gak melulu konten foto dan video...,5,1,Positif
The incredible,5,1,Positif
Website tertutup installation dipersulit,3,0,Netral
"Nothing interesting, the media is too much to welcome the thread. If you can freely post corn like Twitter, maybe it can be counted",1,-1,Negatif
"Yang ulasannya punya masalah, kekurangan, ini, dan itu, itu wajar karena masih blum dapet satu tahun pas launching. Masih ada perbaikan sana sini, dan butuh waktu juga agar threads bisa dibilang sempurna dari user\xb2 nya",4,1,Positif
"Masih ada bug, dan akhirnya aku uninstall sementara. Smoga aja sudah beres. Thanks",3,0,Netral
Goood,5,1,Positif
Top,5,1,Positif
GARA GARA DIA AKUN IG AKU DI HACK NAJIS,1,-1,Negatif
"Nothing interesting, the media is too much to welcome the thread. If you can freely post corn like Twitter, maybe it can be counted",1,-1,Negatif
aneh,1,-1,Negatif
Bagus,5,1,Positif
Bagus,5,1,Positif
Top,5,1,Positif
Ini aplikasi plagiat \U0001f44e pencuri ide orang \U0001f44e,1,-1,Negatif
i love herni,1,-1,Negatif
Keren,5,1,Positif
Bagus,5,1,Positif
Gak ada terjemahannya,3,0,Netral
Lencana threads hilang jika di hapus,1,-1,Negatif
"Saya menemukan bug dimana saat melihat foto / video yang tampil di beranda maupun di akun orang lain, media tersebut tidak mau memperlihatkan gambar ataupun video padahal koneksi internet saya sangat teramat lancar.",4,1,Positif
i love herni,1,-1,Negatif
Aplikasi ini akan sy coba dulu.,5,1,Positif
Saya ingin memberikan saran untuk membuat thread lite untuk android 4.2+,5,1,Positif
Download ini karna Rose of Blackpink,5,1,Positif
Banyak yg tiba tiba follow trus unfollow kebelet jadi seleb tolong tambahkan fitur auto unfol buat yg unfollow,2,-1,Negatif
Ini si bagus,5,1,Positif
Tambahin vitur dm,5,1,Positif
Ok,5,1,Positif
Suka,5,1,Positif
Website tertutup installation dipersulit,3,0,Netral
Goood,5,1,Positif
aneh,1,-1,Negatif
Ini aplikasi plagiat \U0001f44e pencuri ide orang \U0001f44e,1,-1,Negatif
Gak ada terjemahannya,3,0,Netral
Aplikasi ini akan sy coba dulu.,5,1,Positif
please separate public and following posts.,4,1,Positif
Ok,5,1,Positif
"Saya kira bisa bikin username sendiri, tenyata ngikut username Instagram.",2,-1,Negatif
Bgus,5,1,Positif
Lencana threads hilang jika di hapus,1,-1,Negatif
Kok aplikasi nya sama kaya Twitter ya \U0001f5ff\U0001f5ff\U0001f5ff\U0001f5ff\U0001f5ff,5,1,Positif
please separate public and following posts.,4,1,Positif
Ok,5,1,Positif
"Saya kira bisa bikin username sendiri, tenyata ngikut username Instagram.",2,-1,Negatif
Bgus,5,1,Positif
Bagus,5,1,Positif
"Sebenarnya, aplikasi ini bagus karena dapat mendampingi Instagram. Namun tak ada fitur Mode Gelap yang umum dijumpai diaplikasi lainnya.",1,-1,Negatif
Mau ngpost malah tekeluar apk aneh,1,-1,Negatif
Saya ingin memberikan saran untuk membuat thread lite untuk android 4.2+,5,1,Positif
Bagus,5,1,Positif
Bagus aplikasinya,5,1,Positif
Bagus banget,5,1,Positif
"Nice, zuck",5,1,Positif
we need translate fitur,4,1,Positif
Download ini karna Rose of Blackpink,5,1,Positif
bug,2,-1,Negatif
boooo,1,-1,Negatif
"Sebenarnya, aplikasi ini bagus karena dapat mendampingi Instagram. Namun tak ada fitur Mode Gelap yang umum dijumpai diaplikasi lainnya.",1,-1,Negatif
Banyak yg tiba tiba follow trus unfollow kebelet jadi seleb tolong tambahkan fitur auto unfol buat yg unfollow,2,-1,Negatif
Bikin akun ke hack,1,-1,Negatif
Keren banget jadi lebih seruu untuk tempat bercerita \U0001f642,5,1,Positif
Mau ngpost malah tekeluar apk aneh,1,-1,Negatif
Ini si bagus,5,1,Positif
Bagus,5,1,Positif
Mntap,5,1,Positif
boooo,1,-1,Negatif
Tambahin vitur dm,5,1,Positif
Untuk upload foto atau fidio sering keluar sendiri di aplikasi Threads tolong di perbaiki lagi soalnya aplikasi ini baru locing aku pun baru bikin akun threads,2,-1,Negatif
Anti privasi ini apk,1,-1,Negatif
Keren banget jadi lebih seruu untuk tempat bercerita \U0001f642,5,1,Positif
Ok,5,1,Positif
"Masih Penggguna Awal,, Lumayan Bagus sih... \U0001f602\U0001f970\U0001f970\U0001f970",5,1,Positif
"aplikasi ini terbaik, lebih hebat dari aplikasi burung biru, terimakasih bapak mark.",5,1,Positif
Mntap,5,1,Positif
Suka,5,1,Positif
Good,5,1,Positif
"kurang begitu berguna sih, karena masih mendompleng instagram",5,1,Positif
Anti privasi ini apk,1,-1,Negatif
Website tertutup installation dipersulit,3,0,Netral
seruu,5,1,Positif
"Tombol 'postingkan' tetlalu dekat dgn huruf ujung ketika tulis komentar, sehingga kerap lom selesai komentar sudah terposting karena tak sengaja kepencet tombol 'postingkan'",4,1,Positif
"aplikasi ini terbaik, lebih hebat dari aplikasi burung biru, terimakasih bapak mark.",5,1,Positif
Goood,5,1,Positif
"mau kasih saran nih kasih translate/terjemahan buat yang kek bahasa Korea atau Inggris, buat orang yang gk tau bahasanya di update lagi, biar bnyak yang dowload. terimakasih",4,1,Positif
Karena akun punyaku sepi jadi bintang 3,3,0,Netral
"kurang begitu berguna sih, karena masih mendompleng instagram",5,1,Positif
"Tombol 'postingkan' tetlalu dekat dgn huruf ujung ketika tulis komentar, sehingga kerap lom selesai komentar sudah terposting karena tak sengaja kepencet tombol 'postingkan'",4,1,Positif
Karena akun punyaku sepi jadi bintang 3,3,0,Netral
bad,1,-1,Negatif
Lebih simpel di banding si tanda X,5,1,Positif
"Bagus bnget, tpi masih banyak kekurangan nya kaya *Tiap ganti liat video, videonya otomatis ngeMUTE sendiri *harus ada fitur markah biar sesuatu yg kita suka tinggal nyari di markah biar gk repot nyari ngeslide di akun yg sudah banyak postingannya *Harus ada fitur simpan ke galeri bagusnya buat video dan gambar juga",4,1,Positif
Fiturnya perlu ditambahkan,5,1,Positif
Biasa aja,1,-1,Negatif
please add feature to download photos.,5,1,Positif
Nyoba duls,5,1,Positif
Algoritme nya kacau.,3,0,Netral
Wooow,5,1,Positif
aneh,1,-1,Negatif
bad,1,-1,Negatif
Lebih simpel di banding si tanda X,5,1,Positif
"Bagus bnget, tpi masih banyak kekurangan nya kaya *Tiap ganti liat video, videonya otomatis ngeMUTE sendiri *harus ada fitur markah biar sesuatu yg kita suka tinggal nyari di markah biar gk repot nyari ngeslide di akun yg sudah banyak postingannya *Harus ada fitur simpan ke galeri bagusnya buat video dan gambar juga",4,1,Positif
Mungkin bisa menambahkan fitur translator bahasa apapun agar kita bisa tau arti dari postingan seseorang juga ada fitur save foto/video juga,3,0,Netral
"Link terjemahan caption nya belum ada, semoga di maksimal kan",4,1,Positif
Ini aplikasi plagiat \U0001f44e pencuri ide orang \U0001f44e,1,-1,Negatif
Fiturnya perlu ditambahkan,5,1,Positif
Buruk,1,-1,Negatif
add hashtag feature and also online view notification,3,0,Netral
Tingkatkan lagi,1,-1,Negatif
rasain lu,1,-1,Negatif
"Sulit scroling, tidak lancar",1,-1,Negatif
Cantik,5,1,Positif
"Untuk saat ini twitter tetap primadona, masih asing di threads \U0001f92d",5,1,Positif
Gak terlalu suka,2,-1,Negatif
Good lahh,5,1,Positif
tidak ada yang menarik sampai dengan saat ini di threads. Masih kalah sama sebelah. Sorry saya uninstall \U0001f60a,2,-1,Negatif
"gak suka bgtt, ini app udah 3x nge-update sendirii.. padahal gak setting update otomatis..",1,-1,Negatif
Good,4,1,Positif
Mantapp.. Setelah seminggu lebih menggunakan threads ini \U0001f60a,5,1,Positif
"udah bagus cuma kurang fitur translate nya, so please adain fitur translate. butuh bangett!",4,1,Positif
APLIKASI GA JELAS KEBANYAKAN LIMIT. FOLLOWERS DAN FOLLOWINGNYA GA LENGKAP VITURNYA. MASIH MENDING MAIN IG AJA....... HASTAG GA ADA.,1,-1,Negatif
Ya not bad,5,1,Positif
nurcA,4,1,Positif
Fantastic,5,1,Positif
Munculkanlah di situs web. Biar bisa di akses layaknya twitter sama facebook . Ini aplikasi pesaing twitter,3,0,Netral
"Sudah cukup bagus, akan lebih baik jika ada fitur terjemahan kedalam bahasa yang dapat di tentukan, dan terdapat seting dark mode dan sebagainya",3,0,Netral
"tolong buatkan threadt yang web, supaya orang yang main pc bisa langsung buka threadt. saya mohon \U0001f603",5,1,Positif
plagiat,1,-1,Negatif
mantap,5,1,Positif
Tambahkan fitur podcast,3,0,Netral
Aplikasi nya sangat bagus dan menarik,5,1,Positif
"Pertama buka threads berasa cuma scroll ke atas ke bawah, udah seminggu jdi lebih nyaman aja sih main thread. Keren siih",4,1,Positif
Mantap banyak GA nya,5,1,Positif
please add feature to save the pict in HD quality,4,1,Positif
Bagus,5,1,Positif
Kasih 4 dulu nanti kalo bikin tajirr melintir baru bintang 5,4,1,Positif
Jelek enggak sesimple twitter,1,-1,Negatif
KENAPA THREADS SAYA GABISA DIPAKAI KOMEN,1,-1,Negatif
berharap bisa ngesave foto yg diposting tanpa harus di screenshot,5,1,Positif
Bagus,5,1,Positif
Sering keluar sendiri,2,-1,Negatif
bolone Elon musk,1,-1,Negatif
tolong knp dm jadi pd ilanggg mau nangis \U0001f62d,3,0,Netral
"Lumayan ok lah saling ter-integrasi, karna baru sptnya belum seramai & penuh Drama spt pny nya Om Elon \U0001f601",5,1,Positif
Gak bisa move on dari twitter,3,0,Netral
I like this,5,1,Positif
bagus,5,1,Positif
Bagus,5,1,Positif
Bagus aja,5,1,Positif
Sudah bagus,5,1,Positif
Bagus,5,1,Positif
Up,1,-1,Negatif
Gw gasadar cy 2018 gw kepencet download akhirnya gw cek di play store gw download langsung gw buka,5,1,Positif
aku download ini hanya untuk liat oshi ku di jkt48 \U0001f601,5,1,Positif
"bikin app kaya gini bisa, tapi bikin double verification biar ga ke unfollow orang kg bisa gmn sih malu udah ke unfollow tmn gw 2 kalian nanti alasan apa lg yg w ksh ke dia \U0001f612",2,-1,Negatif
aplikasi terpopuler saat ini,5,1,Positif
Tolong berikan sejenis tutorial kegunaan dan cara untuk menggunakan aplikasi ini.. makasih,5,1,Positif
"Thumbnail website tidak tampil. \U0001f44e Padahal sebelumnya baik-baik saja. Pas mengetik, thumbnail awalnya tampil, tapi ketika diunggah, thumbnail berubah menjadi tidak tampil alias hanya berupa link.",1,-1,Negatif
Lum bisa di buka,4,1,Positif
gajelas. masa yg nongol di timeline malah siapa tau. seleb2 gajelas,1,-1,Negatif
Update-an terbaru kok aplikasinya ngeleg ya? Jadi gak nyaman buat scroll,4,1,Positif
Bagusnya,5,1,Positif
Tolong app Threads kalau boleh jangan keluarkan diberanda saya akun orang luar negeri yang minta di follow like spam selalu sering lewat beranda threads saya dan lagi ada konten dewasa tolong Threads tampilkan akun atau konten yang bermanfaat dan akun kita orang Indonesia sesuai negara tempat kita tinggal lewat beranda saya,3,0,Netral
"Asyik,mantap",5,1,Positif
hhh,3,0,Netral
Bagus menurutku,5,1,Positif
"threads luar biasa mirip seperti Twitter, dan bisa memberikan pengalaman sosial media yg luar biasa",5,1,Positif
"apk elek, ngajak gelud. gwe di mari !",5,1,Positif
Min kok ini gak bisa buat download foto,2,-1,Negatif
Apk Gak bergunadan gak penting,1,-1,Negatif
Tidak akan di cancel,5,1,Positif
BAGUS. TAMBAHKAN FITUR PANGGILAN DAN PEMASANGAN IKLAN GAMBAR DAN PEMUTAR PEMBACA STATUS ATAUPUN KOMENTAR DENGAN BAHASA PERANGKAT PENGGUNA. SEMOGA MENJADI SEDEKAH MASYARAKAT DESAKU DAN KELUARGA BESAR DESAKU DAN BAROKAH.,5,1,Positif
Sepi,1,-1,Negatif
Great,5,1,Positif
Aplikasi ini ga aman untuk akun dan data data pribadi kita,2,-1,Negatif
Wahhh keren lebih,5,1,Positif
BAGUS,5,1,Positif
Belum bisa save foto dari postingan. Kalo perlu juga bisa save video dari postingan akun lain.,3,0,Netral
Masih mantau,5,1,Positif
Bagus,5,1,Positif
Please add the feature of switching accounts with one action. Without to log out,3,0,Netral
"Coba dulu, kalau ga becandaan! Gua kasih 2 bintang lagi",3,0,Netral
aku harap bisa login menggunakan email tanpa akun instagram dan login via browser.,1,-1,Negatif
Please provide the temporarily blocked thread unfollow feature as a warning\U0001f6ab\u203c\ufe0f,2,-1,Negatif
Tambah hastag,2,-1,Negatif
Good,4,1,Positif
Lebih easy going sih daripada twt,5,1,Positif
Kurang,1,-1,Negatif
Cukup keren,3,0,Netral
Bagus,4,1,Positif
jlk,1,-1,Negatif
Fitur Edit utas belum ada min....,5,1,Positif
Menyenangkan sekali,5,1,Positif
Jipllak. Dan banyak bug,1,-1,Negatif
So messy,1,-1,Negatif
"Kita membutuhkan fitur terjemahan, dan juga fitur beralih akun, adain fitur hastag dan fitur download foto juga, semoga saran ini didengarkan agar ini aplikasi bisa semakin berkembang",1,-1,Negatif
Sangat bagus\U0001f44d\U0001f5ff,5,1,Positif
Aplikasi ini sangat fleksibel dan tidak ribet sehingga membuat para pengguna nyaman menggunakannya,5,1,Positif
"kalau bisa, tambahin fitur translate, soalnya agak susah mau baca yg tulisannya dari negara lain. dimohon untuk di pikir kan ya",3,0,Netral
Aneh bngt kok gabisa buat akun 2 langsung sekaligus yk . Hrus bngt gitu dowload lagi baru buat akun lagi,1,-1,Negatif
Nggak bisa foto utk di zoomin,5,1,Positif
ASTRi Eilza,5,1,Positif
(y),5,1,Positif
Boring...,1,-1,Negatif
Nice,5,1,Positif
MEnding twitter,1,-1,Negatif
Cool,5,1,Positif
Top,5,1,Positif
"Tolong ditambahkan agar bisa ngesave foto yang di share sama temen2 di thread, biar tidak usah screenshot lagi, terimakasih semoga diterima",4,1,Positif
Gaje,1,-1,Negatif
Lack feature,1,-1,Negatif
ngebosenin anjrot,1,-1,Negatif
Buruk,1,-1,Negatif
"Kalo emang mau balap twitter, gak usah batesin konten dewasa biar rame",1,-1,Negatif
Ok,5,1,Positif
Oke,5,1,Positif
Unik. Asyik.,5,1,Positif
hubungi saya,2,-1,Negatif
"klo unggah lagu\xb2 ataau video gk bisa muat panjaang duraasi nyaa ,mohon untuk bisa unggah lebih panjang lagi biaar trend seperti aapk HELO",4,1,Positif
"launching,langsung install,buat akun disini,upload video 2x, bingung mau ngapain lagi, akhirnya uninstall dulu, nunggu perkembangan selanjutnya,kalo ada peningkatan install lagi,klo gak ada ya sudah gak bakal install lagi \U0001f923\U0001f923\U0001f923",2,-1,Negatif
Boring,1,-1,Negatif
good,5,1,Positif
ntahlah,1,-1,Negatif
Membosankan,1,-1,Negatif
Lumayan interesting,5,1,Positif
mohon diberi fitur simpan seperti di instagram,5,1,Positif
Apk ga guna,1,-1,Negatif
"Beranda gw isinya bacotan selebgram smua, pdhl gw ga follow mereka, bikin males aja pake ini aplikasi",1,-1,Negatif
bug forceclose saat unggah foto hd,2,-1,Negatif
Aplikasi terbaru yang lagi viral,5,1,Positif
"Harus nya sih log in aplikasi nya semua aplikasi meta jangan cuman ig saja,terus kalau bisa ada fitur daftar nya juga.",1,-1,Negatif
Parah amat tadi akun keluar sendiri,3,0,Netral
Kok gk bisa dibuka \U0001f624\U0001f624\U0001f624,1,-1,Negatif
Ga bisa delete account \U0001f44e\U0001f3fb,1,-1,Negatif
Ga bisa download foto /vidio dihh,1,-1,Negatif
Good,4,1,Positif
nice,5,1,Positif
Buluk zuck,1,-1,Negatif
Tolong tambahin fitur cerita.,2,-1,Negatif
Hmmm percobaan,3,0,Netral
Semoga update selanjutnya lebih baik,1,-1,Negatif
